asset_id,timestamp,temperature_C,vibration_mm_s,oil_quality_index,runtime_hours,is_anomaly
Turbine_X,2025-09-23 09:00:00,68.7,3.786,77.9,2022.0,0
Turbine_X,2025-09-23 10:00:00,68.81,3.239,74.4,2023.6,0
Turbine_X,2025-09-23 11:00:00,71.94,3.795,74.4,2027.5,0
Turbine_X,2025-09-23 12:00:00,77.59,3.912,70.7,2030.9,0
Turbine_X,2025-09-23 13:00:00,71.48,3.476,75.7,2029.0,0
Turbine_X,2025-09-23 14:00:00,70.27,5.522,77.0,2030.4,1
Turbine_X,2025-09-23 15:00:00,74.66,3.906,78.2,2031.3,0
Turbine_X,2025-09-23 16:00:00,74.62,3.344,74.5,2033.5,0
Turbine_X,2025-09-23 17:00:00,81.33,3.751,74.7,2033.4,0
Turbine_X,2025-09-23 18:00:00,73.43,3.402,79.6,2034.1,0
Turbine_X,2025-09-23 19:00:00,70.0,3.308,77.6,2034.6,0
Turbine_X,2025-09-23 20:00:00,76.73,3.463,76.0,2035.5,0
Turbine_X,2025-09-23 21:00:00,71.77,3.66,78.4,2036.3,0
Turbine_X,2025-09-23 22:00:00,81.34,2.568,80.3,2038.6,0
Turbine_X,2025-09-23 23:00:00,75.38,3.574,77.0,2040.0,0
Turbine_X,2025-09-24 00:00:00,74.33,3.504,77.9,2041.4,0
Turbine_X,2025-09-24 01:00:00,79.78,3.227,78.5,2042.4,0
Turbine_X,2025-09-24 02:00:00,70.89,3.084,76.0,2043.4,0
Turbine_X,2025-09-24 03:00:00,69.1,3.685,76.6,2042.6,0
Turbine_X,2025-09-24 04:00:00,75.49,3.634,76.1,2043.9,0
Turbine_X,2025-09-24 05:00:00,70.17,2.628,76.0,2046.0,0
Turbine_X,2025-09-24 06:00:00,71.61,3.284,79.9,2046.3,0
Turbine_X,2025-09-24 07:00:00,73.13,3.429,76.8,2046.2,0
Turbine_X,2025-09-24 08:00:00,66.76,3.618,72.8,2051.3,0
Turbine_X,2025-09-24 09:00:00,68.14,2.99,77.5,2048.6,0
Turbine_X,2025-09-24 10:00:00,74.62,3.567,73.0,2051.0,0
Turbine_X,2025-09-24 11:00:00,80.79,3.258,76.6,2050.8,0
Turbine_X,2025-09-24 12:00:00,70.17,3.349,75.2,2053.1,0
Turbine_X,2025-09-24 13:00:00,74.99,3.309,77.3,2055.7,0
Turbine_X,2025-09-24 14:00:00,68.58,2.962,80.0,2050.2,0
Turbine_X,2025-09-24 15:00:00,69.93,3.326,74.4,2056.2,0
Turbine_X,2025-09-24 16:00:00,66.54,4.05,75.6,2055.0,1
Turbine_X,2025-09-24 17:00:00,70.0,3.526,75.7,2060.0,0
Turbine_X,2025-09-24 18:00:00,75.02,3.453,75.1,2056.5,0
Turbine_X,2025-09-24 19:00:00,65.33,3.275,77.6,2058.6,0
Turbine_X,2025-09-24 20:00:00,63.2,3.381,76.8,2064.1,0
Turbine_X,2025-09-24 21:00:00,70.17,3.456,75.7,2059.0,0
Turbine_X,2025-09-24 22:00:00,72.14,3.623,73.4,2059.8,0
Turbine_X,2025-09-24 23:00:00,72.06,3.624,77.4,2061.1,0
Turbine_X,2025-09-25 00:00:00,71.64,3.848,74.6,2062.1,0
Turbine_X,2025-09-25 01:00:00,70.38,3.54,75.3,2064.3,0
Turbine_X,2025-09-25 02:00:00,78.22,4.144,77.3,2064.3,1
Turbine_X,2025-09-25 03:00:00,73.75,3.148,77.0,2066.2,0
Turbine_X,2025-09-25 04:00:00,64.15,3.101,74.4,2069.3,0
Turbine_X,2025-09-25 05:00:00,68.7,3.665,76.3,2069.6,0
Turbine_X,2025-09-25 06:00:00,73.29,3.715,74.7,2072.0,0
Turbine_X,2025-09-25 07:00:00,69.19,4.279,78.5,2072.8,1
Turbine_X,2025-09-25 08:00:00,72.26,4.135,77.1,2072.6,1
Turbine_X,2025-09-25 09:00:00,80.81,3.351,75.2,2073.3,0
Turbine_X,2025-09-25 10:00:00,68.9,3.633,75.0,2074.6,0
Turbine_X,2025-09-25 11:00:00,75.55,3.805,74.1,2075.5,0
Turbine_X,2025-09-25 12:00:00,67.3,3.523,74.4,2077.4,0
Turbine_X,2025-09-25 13:00:00,75.56,3.576,75.2,2079.3,0
Turbine_X,2025-09-25 14:00:00,76.41,4.276,76.3,2079.2,1
Turbine_X,2025-09-25 15:00:00,78.54,3.581,73.8,2079.6,0
Turbine_X,2025-09-25 16:00:00,71.39,3.616,74.0,2080.0,0
Turbine_X,2025-09-25 17:00:00,72.45,3.79,77.3,2080.1,0
Turbine_X,2025-09-25 18:00:00,64.89,3.66,75.4,2083.3,0
Turbine_X,2025-09-25 19:00:00,81.7,3.449,74.7,2083.7,0
Turbine_X,2025-09-25 20:00:00,71.88,3.248,76.6,2083.8,0
Turbine_X,2025-09-25 21:00:00,69.21,3.26,77.1,2086.2,0
Turbine_X,2025-09-25 22:00:00,73.97,3.149,75.3,2085.8,0
Turbine_X,2025-09-25 23:00:00,74.37,3.688,79.0,2089.8,0
Turbine_X,2025-09-26 00:00:00,71.21,3.286,76.9,2087.9,0
Turbine_X,2025-09-26 01:00:00,80.93,3.387,74.7,2087.8,0
Turbine_X,2025-09-26 02:00:00,71.38,3.418,75.7,2088.9,0
Turbine_X,2025-09-26 03:00:00,75.93,3.862,76.4,2091.1,0
Turbine_X,2025-09-26 04:00:00,82.57,3.137,78.8,2090.9,1
Turbine_X,2025-09-26 05:00:00,71.98,3.596,78.8,2092.2,0
Turbine_X,2025-09-26 06:00:00,70.51,3.443,75.0,2096.3,0
Turbine_X,2025-09-26 07:00:00,71.9,2.67,65.0,2095.0,1
Turbine_X,2025-09-26 08:00:00,79.38,3.641,75.2,2096.9,0
Turbine_X,2025-09-26 09:00:00,74.02,3.259,78.6,2097.2,0
Turbine_X,2025-09-26 10:00:00,73.09,3.664,78.0,2096.0,0
Turbine_X,2025-09-26 11:00:00,71.55,2.96,74.0,2101.3,0
Turbine_X,2025-09-26 12:00:00,71.64,3.586,78.4,2099.2,0
Turbine_X,2025-09-26 13:00:00,69.61,3.232,74.0,2100.6,0
Turbine_X,2025-09-26 14:00:00,74.63,3.229,77.2,2104.1,0
Turbine_X,2025-09-26 15:00:00,69.29,3.274,74.9,2103.6,0
Turbine_X,2025-09-26 16:00:00,72.08,3.059,77.7,2104.2,0
Turbine_X,2025-09-26 17:00:00,82.06,3.422,75.0,2103.3,1
Turbine_X,2025-09-26 18:00:00,71.3,3.595,76.2,2106.5,0
Turbine_X,2025-09-26 19:00:00,69.67,3.316,73.9,2107.8,0
Turbine_X,2025-09-26 20:00:00,77.26,3.982,76.1,2106.7,0
Turbine_X,2025-09-26 21:00:00,76.51,3.658,75.7,2110.7,0
Turbine_X,2025-09-26 22:00:00,82.66,3.138,73.6,2109.1,1
Turbine_X,2025-09-26 23:00:00,72.35,3.652,73.9,2109.4,0
Turbine_X,2025-09-27 00:00:00,66.45,2.589,76.9,2112.0,0
Turbine_X,2025-09-27 01:00:00,76.47,4.024,74.1,2112.8,1
Turbine_X,2025-09-27 02:00:00,66.53,3.107,76.7,2112.7,0
Turbine_X,2025-09-27 03:00:00,77.92,3.168,75.6,2115.1,0
Turbine_X,2025-09-27 04:00:00,72.79,3.416,76.4,2116.2,0
Turbine_X,2025-09-27 05:00:00,71.68,2.508,74.5,2116.9,0
Turbine_X,2025-09-27 06:00:00,74.66,3.702,74.7,2117.5,0
Turbine_X,2025-09-27 07:00:00,79.92,3.342,77.5,2121.7,0
Turbine_X,2025-09-27 08:00:00,70.34,3.598,76.7,2121.3,0
Turbine_X,2025-09-27 09:00:00,83.05,3.595,77.6,2119.3,1
Turbine_X,2025-09-27 10:00:00,76.0,3.686,74.2,2121.8,0
Turbine_X,2025-09-27 11:00:00,68.61,3.779,73.6,2123.7,0
Turbine_X,2025-09-27 12:00:00,71.11,3.695,74.4,2125.1,0
Turbine_X,2025-09-27 13:00:00,83.58,3.963,76.0,2125.9,1
Turbine_X,2025-09-27 14:00:00,75.37,3.64,74.7,2124.2,0
Turbine_X,2025-09-27 15:00:00,77.73,3.54,76.8,2125.8,0
Turbine_X,2025-09-27 16:00:00,77.85,3.787,78.0,2127.6,0
Turbine_X,2025-09-27 17:00:00,73.11,3.856,76.4,2126.8,0
Turbine_X,2025-09-27 18:00:00,74.99,3.086,72.2,2128.4,0
Turbine_X,2025-09-27 19:00:00,71.16,3.393,78.6,2131.6,0
Turbine_X,2025-09-27 20:00:00,74.85,3.481,71.9,2128.9,0
Turbine_X,2025-09-27 21:00:00,75.19,4.061,72.9,2133.1,1
Turbine_X,2025-09-27 22:00:00,70.11,4.106,75.2,2134.0,1
Turbine_X,2025-09-27 23:00:00,79.97,4.109,75.2,2131.1,1
Turbine_X,2025-09-28 00:00:00,70.0,3.848,75.6,2137.1,0
Turbine_X,2025-09-28 01:00:00,69.69,3.371,78.8,2138.4,0
Turbine_X,2025-09-28 02:00:00,77.71,2.675,74.8,2137.3,0
Turbine_X,2025-09-28 03:00:00,76.73,3.064,72.2,2136.3,0
Turbine_X,2025-09-28 04:00:00,71.25,3.608,75.3,2138.1,0
Turbine_X,2025-09-28 05:00:00,74.72,3.487,74.1,2141.0,0
Turbine_X,2025-09-28 06:00:00,75.91,3.882,76.3,2140.9,0
Turbine_X,2025-09-28 07:00:00,74.92,3.664,74.9,2143.2,0
Turbine_X,2025-09-28 08:00:00,67.7,3.697,75.9,2145.3,0
Turbine_X,2025-09-28 09:00:00,77.46,4.481,76.4,2143.4,1
Turbine_X,2025-09-28 10:00:00,75.86,3.974,74.1,2145.0,0
Turbine_X,2025-09-28 11:00:00,73.7,3.613,75.7,2147.0,0
Turbine_X,2025-09-28 12:00:00,73.55,3.321,75.6,2151.2,0
Turbine_X,2025-09-28 13:00:00,72.05,3.59,74.1,2149.9,0
Turbine_X,2025-09-28 14:00:00,73.09,3.685,76.5,2153.1,0
Turbine_X,2025-09-28 15:00:00,70.9,3.42,78.2,2151.2,0
Turbine_X,2025-09-28 16:00:00,73.12,3.503,70.7,2150.7,0
Turbine_X,2025-09-28 17:00:00,67.23,3.637,75.1,2152.2,0
Turbine_X,2025-09-28 18:00:00,71.61,3.907,71.8,2153.9,0
Turbine_X,2025-09-28 19:00:00,71.39,3.104,77.9,2156.4,0
Turbine_X,2025-09-28 20:00:00,70.32,3.429,71.8,2156.2,0
Turbine_X,2025-09-28 21:00:00,67.6,3.255,74.6,2156.8,0
Turbine_X,2025-09-28 22:00:00,77.62,3.499,77.7,2157.1,0
Turbine_X,2025-09-28 23:00:00,75.43,3.757,74.6,2154.3,0
Motor_5,2025-07-01 00:00:00,59.16,0.905,98.7,-0.7,0
Motor_5,2025-07-01 01:00:00,57.61,1.704,97.4,-0.1,0
Motor_5,2025-07-01 02:00:00,56.9,1.05,95.7,5.8,0
Motor_5,2025-07-01 03:00:00,51.42,1.33,97.9,1.8,0
Motor_5,2025-07-01 04:00:00,62.42,1.162,95.3,6.7,0
Motor_5,2025-07-01 05:00:00,53.71,1.149,96.4,5.1,0
Motor_5,2025-07-01 06:00:00,56.66,0.359,95.8,9.1,0
Motor_5,2025-07-01 07:00:00,64.19,0.828,96.9,6.2,0
Motor_5,2025-07-01 08:00:00,52.95,1.119,96.7,9.6,0
Motor_5,2025-07-01 09:00:00,57.51,0.719,96.7,8.8,0
Motor_5,2025-07-01 10:00:00,54.33,0.0,95.9,12.8,0
Motor_5,2025-07-01 11:00:00,55.08,0.49,98.1,10.9,0
Motor_5,2025-07-01 12:00:00,66.35,1.666,94.1,11.2,0
Motor_5,2025-07-01 13:00:00,50.3,0.697,96.5,14.3,0
Motor_5,2025-07-01 14:00:00,60.65,1.823,100.3,12.1,0
Motor_5,2025-07-01 15:00:00,57.39,0.28,96.4,14.5,0
Motor_5,2025-07-01 16:00:00,59.12,1.422,94.7,14.7,0
Motor_5,2025-07-01 17:00:00,57.47,1.033,95.5,13.7,0
Motor_5,2025-07-01 18:00:00,65.08,0.698,100.0,16.3,0
Motor_5,2025-07-01 19:00:00,52.14,1.11,97.9,20.6,0
Motor_5,2025-07-01 20:00:00,60.72,1.143,98.4,18.9,0
Motor_5,2025-07-01 21:00:00,58.5,1.07,95.0,20.8,0
Motor_5,2025-07-01 22:00:00,53.87,1.19,97.8,22.5,0
Motor_5,2025-07-01 23:00:00,71.63,1.087,95.3,24.6,0
Motor_5,2025-07-02 00:00:00,54.35,1.252,96.0,22.9,0
Motor_5,2025-07-02 01:00:00,58.3,1.481,97.4,25.8,0
Motor_5,2025-07-02 02:00:00,63.34,1.386,98.3,27.3,0
Motor_5,2025-07-02 03:00:00,59.77,1.301,99.2,25.0,0
Motor_5,2025-07-02 04:00:00,56.68,1.193,96.2,29.6,0
Motor_5,2025-07-02 05:00:00,63.0,1.067,93.5,29.1,0
Motor_5,2025-07-02 06:00:00,61.41,1.105,100.1,30.1,0
Motor_5,2025-07-02 07:00:00,61.91,1.565,94.0,29.5,0
Motor_5,2025-07-02 08:00:00,59.29,1.031,97.6,33.1,0
Motor_5,2025-07-02 09:00:00,59.58,0.795,97.3,34.3,0
Motor_5,2025-07-02 10:00:00,56.56,1.713,94.8,32.0,0
Motor_5,2025-07-02 11:00:00,56.39,0.938,98.3,33.9,0
Motor_5,2025-07-02 12:00:00,58.34,1.097,99.3,36.7,0
Motor_5,2025-07-02 13:00:00,63.73,1.331,98.6,37.4,0
Motor_5,2025-07-02 14:00:00,61.38,1.102,96.7,38.7,0
Motor_5,2025-07-02 15:00:00,65.09,1.018,97.4,38.8,0
Motor_5,2025-07-02 16:00:00,52.52,1.98,93.3,42.1,0
Motor_5,2025-07-02 17:00:00,68.2,0.546,97.1,42.3,0
Motor_5,2025-07-02 18:00:00,60.01,1.101,98.9,41.0,0
Motor_5,2025-07-02 19:00:00,60.57,1.688,96.3,41.8,0
Motor_5,2025-07-02 20:00:00,61.81,0.476,94.7,44.7,0
Motor_5,2025-07-02 21:00:00,63.71,0.754,98.3,46.2,0
Motor_5,2025-07-02 22:00:00,57.43,0.731,99.6,48.0,0
Motor_5,2025-07-02 23:00:00,58.62,0.963,97.8,45.2,0
Motor_5,2025-07-03 00:00:00,52.75,0.747,94.4,48.0,0
Motor_5,2025-07-03 01:00:00,61.79,1.145,97.4,47.8,0
Motor_5,2025-07-03 02:00:00,63.13,0.904,95.5,48.9,0
Motor_5,2025-07-03 03:00:00,55.77,1.367,96.8,52.0,0
Motor_5,2025-07-03 04:00:00,66.85,0.355,94.3,53.9,0
Motor_5,2025-07-03 05:00:00,56.18,0.93,97.4,54.0,0
Motor_5,2025-07-03 06:00:00,60.27,1.405,97.4,52.9,0
Motor_5,2025-07-03 07:00:00,57.87,0.958,98.7,55.3,0
Motor_5,2025-07-03 08:00:00,51.77,0.871,96.6,56.0,0
Motor_5,2025-07-03 09:00:00,67.17,0.503,98.5,56.6,0
Motor_5,2025-07-03 10:00:00,59.75,0.459,98.0,56.8,0
Motor_5,2025-07-03 11:00:00,61.24,1.749,98.1,58.8,0
Motor_5,2025-07-03 12:00:00,65.45,0.754,95.9,61.8,0
Motor_5,2025-07-03 13:00:00,63.24,0.828,94.5,62.3,0
Motor_5,2025-07-03 14:00:00,54.94,0.942,96.4,62.5,0
Motor_5,2025-07-03 15:00:00,52.49,1.366,98.3,63.8,0
Motor_5,2025-07-03 16:00:00,60.46,1.237,100.2,64.6,0
Motor_5,2025-07-03 17:00:00,58.03,0.711,96.2,66.8,0
Motor_5,2025-07-03 18:00:00,58.34,1.358,95.4,67.2,0
Motor_5,2025-07-03 19:00:00,58.49,0.808,96.0,65.9,0
Motor_5,2025-07-03 20:00:00,58.26,1.68,99.7,68.1,0
Motor_5,2025-07-03 21:00:00,56.41,1.256,97.2,68.8,0
Motor_5,2025-07-03 22:00:00,62.36,1.203,99.2,69.1,0
Motor_5,2025-07-03 23:00:00,59.07,1.225,94.4,74.8,0
Motor_5,2025-07-04 00:00:00,61.18,1.105,97.5,70.8,0
Motor_5,2025-07-04 01:00:00,51.03,0.875,97.9,70.3,0
Motor_5,2025-07-04 02:00:00,55.97,0.715,95.4,74.5,0
Motor_5,2025-07-04 03:00:00,59.67,1.084,96.7,74.0,0
Motor_5,2025-07-04 04:00:00,68.14,1.32,97.7,78.7,0
Motor_5,2025-07-04 05:00:00,62.99,1.603,96.9,77.8,0
Motor_5,2025-07-04 06:00:00,58.13,1.193,96.8,76.4,0
Motor_5,2025-07-04 07:00:00,59.85,1.008,96.3,79.3,0
Motor_5,2025-07-04 08:00:00,54.39,0.822,97.1,78.2,0
Motor_5,2025-07-04 09:00:00,56.38,0.994,95.5,81.7,0
Motor_5,2025-07-04 10:00:00,59.52,1.256,80.3,81.5,0
Motor_5,2025-07-04 11:00:00,57.78,1.209,98.0,83.1,0
Motor_5,2025-07-04 12:00:00,61.92,1.73,96.1,81.7,0
Motor_5,2025-07-04 13:00:00,57.95,1.009,98.2,87.9,0
Motor_5,2025-07-04 14:00:00,56.05,0.791,96.5,84.9,0
Motor_5,2025-07-04 15:00:00,52.53,0.596,97.5,88.9,0
Motor_5,2025-07-04 16:00:00,61.94,1.477,96.6,88.1,0
Motor_5,2025-07-04 17:00:00,67.28,1.077,95.7,87.0,0
Motor_5,2025-07-04 18:00:00,54.76,1.219,98.0,90.3,0
Motor_5,2025-07-04 19:00:00,60.47,0.735,101.3,93.9,0
Motor_5,2025-07-04 20:00:00,61.53,1.266,96.2,91.0,0
Motor_5,2025-07-04 21:00:00,69.32,1.608,98.5,94.9,0
Motor_5,2025-07-04 22:00:00,53.06,1.282,94.0,94.9,0
Motor_5,2025-07-04 23:00:00,63.34,1.335,96.6,94.1,0
Motor_5,2025-07-05 00:00:00,54.66,1.389,100.0,94.9,0
Motor_5,2025-07-05 01:00:00,54.88,1.6,98.5,96.0,0
Motor_5,2025-07-05 02:00:00,59.35,0.855,101.5,95.2,0
Motor_5,2025-07-05 03:00:00,53.73,0.569,95.1,96.1,0
Motor_5,2025-07-05 04:00:00,60.92,1.637,94.6,102.0,0
Motor_5,2025-07-05 05:00:00,63.2,0.87,96.8,102.4,0
Motor_5,2025-07-05 06:00:00,58.82,1.29,95.0,103.8,0
Motor_5,2025-07-05 07:00:00,61.65,0.73,96.0,103.0,0
Motor_5,2025-07-05 08:00:00,57.23,1.24,98.8,105.2,0
Motor_5,2025-07-05 09:00:00,54.59,1.408,96.3,105.1,0
Motor_5,2025-07-05 10:00:00,52.72,0.698,93.2,106.8,0
Motor_5,2025-07-05 11:00:00,60.02,0.285,93.3,105.6,0
Motor_5,2025-07-05 12:00:00,54.35,0.347,96.7,109.4,0
Motor_5,2025-07-05 13:00:00,58.72,0.843,97.8,110.7,0
Motor_5,2025-07-05 14:00:00,57.75,1.843,97.2,109.7,0
Motor_5,2025-07-05 15:00:00,51.58,1.0,94.8,111.2,0
Motor_5,2025-07-05 16:00:00,53.17,1.087,95.0,113.0,0
Motor_5,2025-07-05 17:00:00,51.27,0.988,96.9,114.4,0
Motor_5,2025-07-05 18:00:00,65.42,1.563,97.2,114.4,0
Motor_5,2025-07-05 19:00:00,61.06,1.205,94.6,115.4,0
Motor_5,2025-07-05 20:00:00,62.74,0.858,96.6,119.6,0
Motor_5,2025-07-05 21:00:00,60.76,1.212,95.7,115.7,0
Motor_5,2025-07-05 22:00:00,71.11,1.219,95.0,117.3,0
Motor_5,2025-07-05 23:00:00,57.29,1.323,96.0,122.4,0
Motor_5,2025-07-06 00:00:00,64.31,1.023,97.7,121.1,0
Motor_5,2025-07-06 01:00:00,57.0,1.693,96.3,119.8,0
Motor_5,2025-07-06 02:00:00,63.2,1.162,96.7,122.0,0
Motor_5,2025-07-06 03:00:00,59.72,0.662,96.6,121.4,0
Motor_5,2025-07-06 04:00:00,62.42,1.538,95.9,123.6,0
Motor_5,2025-07-06 05:00:00,62.81,1.122,97.1,125.1,0
Motor_5,2025-07-06 06:00:00,56.34,1.038,94.2,126.0,0
Motor_5,2025-07-06 07:00:00,58.08,1.033,94.0,127.7,0
Motor_5,2025-07-06 08:00:00,63.39,1.351,95.4,130.1,0
Motor_5,2025-07-06 09:00:00,63.1,0.886,95.7,132.0,0
Motor_5,2025-07-06 10:00:00,61.82,1.148,95.7,131.1,0
Motor_5,2025-07-06 11:00:00,61.77,1.471,91.6,129.8,0
Motor_5,2025-07-06 12:00:00,57.69,1.396,98.1,130.1,0
Motor_5,2025-07-06 13:00:00,61.47,1.543,98.1,134.5,0
Motor_5,2025-07-06 14:00:00,55.96,0.866,95.0,136.8,0
Motor_5,2025-07-06 15:00:00,45.29,0.533,96.6,136.2,0
Motor_5,2025-07-06 16:00:00,52.39,0.498,97.4,137.5,0
Motor_5,2025-07-06 17:00:00,62.44,1.36,96.8,137.2,0
Motor_5,2025-07-06 18:00:00,49.26,0.709,95.9,136.7,0
Motor_5,2025-07-06 19:00:00,60.86,1.69,95.1,136.8,0
Motor_5,2025-07-06 20:00:00,58.54,0.697,100.4,140.1,0
Motor_5,2025-07-06 21:00:00,65.46,0.741,97.5,143.1,0
Motor_5,2025-07-06 22:00:00,65.12,1.01,96.5,141.7,0
Motor_5,2025-07-06 23:00:00,57.86,1.204,93.5,141.3,0
Motor_5,2025-07-07 00:00:00,60.07,1.581,99.7,143.7,0
Motor_5,2025-07-07 01:00:00,59.99,1.081,98.2,146.7,0
Motor_5,2025-07-07 02:00:00,59.79,1.404,97.2,143.9,0
Motor_5,2025-07-07 03:00:00,54.66,1.192,95.7,147.0,0
Motor_5,2025-07-07 04:00:00,54.58,1.31,98.9,148.3,0
Motor_5,2025-07-07 05:00:00,56.23,0.756,95.9,146.6,0
Motor_5,2025-07-07 06:00:00,52.97,1.244,95.1,151.0,0
Motor_5,2025-07-07 07:00:00,67.86,1.303,98.2,152.4,0
Motor_5,2025-07-07 08:00:00,59.18,1.054,97.2,152.5,0
Motor_5,2025-07-07 09:00:00,63.84,0.561,92.9,153.3,0
Motor_5,2025-07-07 10:00:00,55.57,0.912,96.4,153.4,0
Motor_5,2025-07-07 11:00:00,50.37,1.214,97.2,151.7,0
Motor_5,2025-07-07 12:00:00,58.1,1.499,95.2,157.1,0
Motor_5,2025-07-07 13:00:00,64.53,1.355,97.4,154.9,0
Motor_5,2025-07-07 14:00:00,56.93,1.289,96.8,158.9,0
Motor_5,2025-07-07 15:00:00,52.0,1.407,94.3,160.1,0
Motor_5,2025-07-07 16:00:00,62.07,0.873,94.4,163.2,0
Motor_5,2025-07-07 17:00:00,54.87,0.799,95.9,162.3,0
Motor_5,2025-07-07 18:00:00,61.24,0.989,95.2,159.7,0
Motor_5,2025-07-07 19:00:00,59.95,1.21,95.7,163.5,0
Motor_5,2025-07-07 20:00:00,57.22,0.944,94.4,163.4,0
Motor_5,2025-07-07 21:00:00,59.19,1.177,95.6,164.9,0
Motor_5,2025-07-07 22:00:00,54.55,1.249,98.4,164.5,0
Motor_5,2025-07-07 23:00:00,59.79,1.702,94.5,170.5,0
Motor_5,2025-07-08 00:00:00,61.5,2.016,95.2,168.2,0
Motor_5,2025-07-08 01:00:00,50.35,0.988,100.6,167.7,0
Motor_5,2025-07-08 02:00:00,60.35,1.024,93.4,168.9,0
Motor_5,2025-07-08 03:00:00,64.88,0.752,92.7,171.4,0
Motor_5,2025-07-08 04:00:00,60.28,0.614,98.4,172.5,0
Motor_5,2025-07-08 05:00:00,52.51,1.672,95.3,169.9,0
Motor_5,2025-07-08 06:00:00,54.73,1.519,95.7,171.6,0
Motor_5,2025-07-08 07:00:00,52.36,0.595,92.3,174.3,0
Motor_5,2025-07-08 08:00:00,60.58,1.697,95.0,176.8,0
Motor_5,2025-07-08 09:00:00,60.9,4.202,97.0,178.1,1
Motor_5,2025-07-08 10:00:00,53.33,1.004,98.9,176.8,0
Motor_5,2025-07-08 11:00:00,52.81,1.051,95.6,180.8,0
Motor_5,2025-07-08 12:00:00,60.44,0.994,92.9,177.6,0
Motor_5,2025-07-08 13:00:00,56.05,0.286,96.7,179.6,0
Motor_5,2025-07-08 14:00:00,59.69,1.428,94.5,184.8,0
Motor_5,2025-07-08 15:00:00,57.53,1.905,97.0,181.4,0
Motor_5,2025-07-08 16:00:00,56.24,1.544,94.5,184.0,0
Motor_5,2025-07-08 17:00:00,56.83,1.131,95.5,183.9,0
Motor_5,2025-07-08 18:00:00,62.83,1.334,97.3,184.0,0
Motor_5,2025-07-08 19:00:00,63.66,1.218,96.1,188.3,0
Motor_5,2025-07-08 20:00:00,63.39,1.73,96.5,185.1,0
Motor_5,2025-07-08 21:00:00,48.57,1.847,99.4,187.4,0
Motor_5,2025-07-08 22:00:00,54.69,1.596,95.8,189.8,0
Motor_5,2025-07-08 23:00:00,56.46,0.975,93.7,190.9,0
Motor_5,2025-07-09 00:00:00,63.86,1.509,95.9,191.7,0
Motor_5,2025-07-09 01:00:00,51.66,1.278,96.4,192.0,0
Motor_5,2025-07-09 02:00:00,62.24,1.141,96.3,192.0,0
Motor_5,2025-07-09 03:00:00,60.41,1.574,95.6,197.5,0
Motor_5,2025-07-09 04:00:00,55.85,1.41,97.9,198.1,0
Motor_5,2025-07-09 05:00:00,59.65,1.643,98.7,197.4,0
Motor_5,2025-07-09 06:00:00,60.97,0.984,95.9,195.8,0
Motor_5,2025-07-09 07:00:00,56.22,1.324,94.2,199.4,0
Motor_5,2025-07-09 08:00:00,60.86,1.631,96.5,199.6,0
Motor_5,2025-07-09 09:00:00,56.03,1.021,93.4,198.8,0
Motor_5,2025-07-09 10:00:00,54.67,0.909,95.3,199.8,0
Motor_5,2025-07-09 11:00:00,55.25,1.02,97.5,201.6,0
Motor_5,2025-07-09 12:00:00,62.35,1.121,95.6,206.2,0
Motor_5,2025-07-09 13:00:00,67.6,0.751,99.0,204.1,0
Motor_5,2025-07-09 14:00:00,57.17,0.788,94.2,203.1,0
Motor_5,2025-07-09 15:00:00,50.9,1.337,93.6,206.3,0
Motor_5,2025-07-09 16:00:00,60.87,1.563,93.9,209.5,0
Motor_5,2025-07-09 17:00:00,51.4,1.486,98.2,210.2,0
Motor_5,2025-07-09 18:00:00,50.32,1.516,93.1,211.9,0
Motor_5,2025-07-09 19:00:00,64.76,0.976,96.4,210.3,0
Motor_5,2025-07-09 20:00:00,61.76,1.379,95.5,211.4,0
Motor_5,2025-07-09 21:00:00,54.23,1.566,94.9,214.3,0
Motor_5,2025-07-09 22:00:00,56.54,1.354,94.0,215.2,0
Motor_5,2025-07-09 23:00:00,69.01,0.801,94.6,215.1,0
Motor_5,2025-07-10 00:00:00,53.94,1.494,98.1,215.7,0
Motor_5,2025-07-10 01:00:00,62.1,1.253,92.7,214.7,0
Motor_5,2025-07-10 02:00:00,57.94,0.767,93.3,217.2,0
Motor_5,2025-07-10 03:00:00,59.76,1.575,97.5,219.7,0
Motor_5,2025-07-10 04:00:00,61.42,1.728,97.9,218.8,0
Motor_5,2025-07-10 05:00:00,58.43,2.193,95.6,223.2,0
Motor_5,2025-07-10 06:00:00,58.79,1.026,93.8,222.6,0
Motor_5,2025-07-10 07:00:00,58.24,0.943,97.1,224.0,0
Motor_5,2025-07-10 08:00:00,64.11,1.449,94.2,220.6,0
Motor_5,2025-07-10 09:00:00,60.39,1.984,95.8,223.9,0
Motor_5,2025-07-10 10:00:00,66.78,1.331,98.1,226.3,0
Motor_5,2025-07-10 11:00:00,58.41,1.09,93.8,228.1,0
Motor_5,2025-07-10 12:00:00,58.4,0.877,95.1,226.9,0
Motor_5,2025-07-10 13:00:00,66.89,1.537,96.8,232.1,0
Motor_5,2025-07-10 14:00:00,56.72,0.609,99.7,230.2,0
Motor_5,2025-07-10 15:00:00,58.35,0.821,96.2,230.7,0
Motor_5,2025-07-10 16:00:00,67.39,1.16,98.9,232.3,0
Motor_5,2025-07-10 17:00:00,58.13,1.753,93.3,232.6,0
